variables="N","h=sqrt(1/N)","h^2=1/N","Cd","u_2.71623","u_29.2468","u_95.501"
# Planar shear case
# fine grid: 129x257, 129x257, 513x513
# 1-lev-dwn:  65x129,  65x129, 257x257
# 2-lev-dwn:  33x 65,  33x 65, 129x129
# 3-lev-dwn:  17x 33,  17x 33,  65x 65
# 4-lev-dwn:   9x 17,   9x 17,  33x 33
zone, t="USM3D, SA"
327680.  1.74693e-3  3.05176e-6  0.570978E-02 0.5006418E+00  0.4170178E+00  0.3274613E+00
 81920.  3.49386e-3  1.22070e-5  0.571201E-02 0.5008744E+00  0.4164413E+00  0.3275032E+00
 20480.  6.98771e-3  4.88281e-5  0.573167E-02 0.5012723E+00  0.4152359E+00  0.3275520E+00
  5120.  1.39754e-2  1.95313e-4  0.583140E-02 0.5017769E+00  0.4125922E+00  0.3275361E+00
  1280.  2.79508e-2  7.81250e-4  0.636578E-02 0.5027181E+00  0.4058443E+00  0.3269086E+00
zone, t="CFL3D, SA"
327680.  1.74693e-3  3.05176e-6  0.57657787220E-02 0.500604  0.417171  0.327475
 81920.  3.49386e-3  1.22070e-5  0.57913959569E-02 0.500809  0.416847  0.327585
 20480.  6.98771e-3  4.88281e-5  0.58473482182E-02 0.501207  0.416020  0.327675
  5120.  1.39754e-2  1.95313e-4  0.60110748906E-02 0.501652  0.413849  0.327651
  1280.  2.79508e-2  7.81250e-4  0.67103708898E-02 0.502203  0.407499  0.326802
zone, t="FUN3D, SA"
327680.  1.74693e-3  3.05176e-6  0.5664753E-02  0.500498  0.416247  0.327123
 81920.  3.49386e-3  1.22070e-5  0.5607477E-02  0.500442  0.414545  0.326713
 20480.  6.98771e-3  4.88281e-5  0.5545295E-02  0.500518  0.411235  0.325925
  5120.  1.39754e-2  1.95313e-4  0.5530416E-02  0.500651  0.404866  0.324354
  1280.  2.79508e-2  7.81250e-4  0.5609386E-02  0.500574  0.392017  0.320695
