#
# LDV Mean velocity profiles on the Englar GTRI CCW model
#
# Test was conducted in the BART facility at the NASA Langley Research Tunnel
# Test T100
#
# Tunnel conditions
# M: 0.100
#
# Air delivery system conditions
# Cmu: 0.115
# NPR: 1.226
# mass flow rate: 0.155 lbm/sec
#
# Variable description
# u/U: normalized streamwise velocity
# v/U: normalized wall-normal velocity
# u'/U: normalized streamwise turbulence stress
# v'/U: normalized wall-normal turbulence stress
# uv/U^2: normallized reynolds stress
# y/c: wall-normal coordinate divided by model chord
#
variables = "y/c","u/U","v/U","u'/U","v'/U","uv/U^2"
0.0005818	0.3865	0.0018	0.06089	0.034656	-0.00082227
0.0009657	0.3983	0.0001	0.058191	0.03526	-0.00085234
0.001559	0.4093	0.0011	0.059472	0.037304	-0.00091529
0.002246	0.4176	0.0021	0.057583	0.037503	-0.00096167
0.003293	0.4343	0.0007	0.056917	0.037833	-0.00101303
0.005317	0.4611	0.0024	0.053589	0.036812	-0.00090204
0.00733	0.4893	0.0011	0.052068	0.034692	-0.00089872
0.009343	0.5137	0.0008	0.049691	0.033229	-0.00077746
0.01136	0.5399	0.003	0.04396	0.029379	-0.00059067
0.01338	0.5644	0.004	0.03887	0.026264	-0.00043561
0.01539	0.5788	0.0038	0.029195	0.021004	-0.00023806
0.01741	0.5897	0.0054	0.020974	0.017622	-0.00014007
0.02208	0.5972	0.0069	0.010401	0.010293	-0.00003611
0.02675	0.5966	0.0093	0.008203	0.007588	-0.00002664
0.03143	0.5946	0.0118	0.00717	0.006871	-0.00002071
0.06052	0.5917	0.0285	0.006047	0.006133	-0.00001
0.1187	0.6064	0.0598	0.00504	0.005703	-0.00000291
