#
# LDV mean and turbulence profiles on the Englar GTRI CCW model
#
# Test was conducted in the BART facility at the NASA Langley Research Tunnel
# Test T100
#
# Tunnel conditions
# M: 0.100
#
# Air delivery system conditions
# Cmu: 0.115
# NPR: 1.223
# mass flow rate: 0.156 lbm/sec
#
# Variable description
# u/U: normalized streamwise velocity
# v/U: normalized wall-normal velocity
# u'/U: normalized streamwise turbulence stress
# v'/U: normalized wall-normal turbulence stress
# uv/U^2: normallized reynolds stress
# y/c: wall-normal coordinate divided by model chord
#
variables = "y/c","u/U","v/U","u'/U","v'/U","uv/U^2"
0.1179	0.6372	0.033349	0.004852	0.005532	-0.00000150
0.05969	0.6297	0.016576	0.005341	0.005170	-0.00000236
0.0306	0.6271	0.008366	0.005578	0.005521	-0.00000028
0.02597	0.6231	0.006985	0.005949	0.005959	-0.00000111
0.02126	0.6228	0.006066	0.007813	0.008719	-0.00000666
0.01924	0.621	0.004835	0.009606	0.010650	-0.00001117
0.01722	0.6153	0.004422	0.015533	0.015374	-0.00006682
0.01521	0.6077	0.001661	0.023263	0.019508	-0.00014306
0.01319	0.5907	0.001294	0.031933	0.022859	-0.00026499
0.01118	0.5676	0.000862	0.040961	0.028155	-0.00052305
0.009157	0.5404	-0.001587	0.046490	0.031219	-0.00066636
0.007144	0.5121	-0.004375	0.049162	0.033403	-0.00077635
0.005131	0.478	-0.005381	0.054365	0.036152	-0.00094455
0.004072	0.4604	-0.005705	0.054908	0.037557	-0.00095708
0.003386	0.4479	-0.006274	0.055468	0.037435	-0.00091615
0.002792	0.4378	-0.005473	0.058151	0.037635	-0.00105813
0.002059	0.4228	-0.007430	0.060756	0.036141	-0.00098380
0.001164	0.4011	-0.006829	0.064581	0.033862	-0.00091866
0.000582	0.38	-0.006962	0.069417	0.030309	-0.00081452
