#
# LDV Mean velocity profiles on the Englar GTRI CCW model
#
# Test was conducted in the BART facility at the NASA Langley Research Tunnel
# Test T100
#
# Tunnel conditions
# M: 0.100
#
# Air delivery system conditions
# Cmu: 0.115
# NPR: 1.231
# mass flow rate: 0.154 lbm/sec
#
# Variable description
# u/U: normalized streamwise velocity
# v/U: normalized wall-normal velocity
# u'/U: normalized streamwise turbulence stress
# v'/U: normalized wall-normal turbulence stress
# uv/U^2: normallized reynolds stress
# y/c: wall-normal coordinate divided by model chord
#
variables = "y/c","u/U","v/U","u'/U","v'/U","uv/U^2"
0.0005818	1.248	-0.00563	0.153542	0.069286	0.00459202
0.0008261	1.257	-0.00593	0.151512	0.071798	0.00489995
0.001187	1.263	-0.00649	0.149073	0.071883	0.00464416
0.001792	1.287	-0.00747	0.142479	0.074219	0.00462135
0.002478	1.313	-0.00487	0.132095	0.07711	0.00455781
0.003526	1.357	-0.00286	0.12193	0.079549	0.00408125
0.005538	1.442	-0.00046	0.113666	0.082064	0.00447146
0.007563	1.519	0.00687	0.108044	0.079584	0.00414561
0.009576	1.583	0.01226	0.10014	0.07507	0.00361855
0.01159	1.636	0.01438	0.090976	0.069924	0.00291146
0.0136	1.694	0.01714	0.075735	0.059261	0.00199419
0.01563	1.737	0.02103	0.057012	0.049113	0.00110544
0.01764	1.767	0.02324	0.03706	0.041479	0.00047435
0.01965	1.779	0.02736	0.023667	0.036159	0.0001692
0.02433	1.779	0.0379	0.014214	0.031628	0.00000209
0.029	1.776	0.04475	0.012665	0.02305	0.00000775
0.05808	1.745	0.09076	0.017175	0.026187	0.00007748
0.1163	1.661	0.13877	0.021404	0.031004	0.00046173
