TITLE="Hemisphere cylinder (Experimental Data, AEDC-TR-76-112, p.65), AoA=5 deg"
# Note: phi=0 is leeside of hemisphere-cylinder
VARIABLES="Location number" "x" "Cp"
ZONE t="phi=0.0"  I=17 F=POINT

 2   0.000   1.0891
 3   0.136  -0.0954
 4   0.354  -0.9857
 5   0.500  -0.8141
 6   0.625  -0.3694
 7   0.750  -0.1821
 8   1.000  -0.0922
 9   1.500  -0.0345
10   2.000  -0.0164
11   2.500  -0.0102
12   3.000  -0.0004
13   4.000  -0.0014
14   5.000  -0.0035
15   6.000  -0.0244
16   7.000  -0.0053
17   8.000  -0.0047
18   9.000  -0.0102


ZONE t="phi=30.0"  I=17 F=POINT

 2   0.000   1.0860
 3   0.136  -0.0683
 4   0.354  -0.9686
 5   0.500  -0.8026
 6   0.625  -0.3681
 7   0.750  -0.1838
 8   1.000  -0.1022
 9   1.500  -0.0334
10   2.000  -0.0230
11   2.500  -0.0157
12   3.000  -0.0047
13   4.000  -0.0035
14   5.000  -0.0108
15   6.000  -0.0078
16   7.000  -0.0102
17   8.000  -0.0145
18   9.000  -0.0230


ZONE t="phi=60.0"  I=17 F=POINT

 2   0.000   1.0877
 3   0.136   0.0117
 4   0.354  -0.9357
 5   0.500  -0.7824
 6   0.625  -0.3353
 7   0.750  -0.1857
 8   1.000  -0.1150
 9   1.500  -0.0553
10   2.000  -0.0351
11   2.500  -0.0277
12   3.000  -0.0167
13   4.000  -0.0118
14   5.000  -0.0180
15   6.000  -0.0124
16   7.000  -0.0137
17   8.000  -0.0173
18   9.000  -0.0253


ZONE t="phi=75.0"  I=17 F=POINT

 2   0.000   1.0838
 3   0.136   0.0635
 4   0.354  -0.8834
 5   0.500  -0.7541
 6   0.625  -0.3095
 7   0.750  -0.1840
 8   1.000  -0.1142
 9   1.500  -0.0593
10   2.000  -0.0417
11   2.500  -0.0317
12   3.000  -0.0181
13   4.000  -0.0162
14   5.000  -0.0231
15   6.000  -0.0156
16   7.000  -0.0144
17   8.000  -0.0181
18   9.000  -0.0232

ZONE t="phi=90.0"  I=17 F=POINT

 2   0.000   1.0849
 3   0.136   0.1221
 4   0.354  -0.8497
 5   0.500  -0.7247
 6   0.625  -0.3104
 7   0.750  -0.1790
 8   1.000  -0.1188
 9   1.500  -0.0604
10   2.000  -0.0385
11   2.500  -0.0354
12   3.000  -0.0208
13   4.000  -0.0178
14   5.000  -0.0239
15   6.000  -0.0160
16   7.000  -0.0160
17   8.000  -0.0196
18   9.000  -0.0275


ZONE t="phi=105.0"  I=17 F=POINT

 2   0.000   1.0829
 3   0.136   0.1760
 4   0.354  -0.8062
 5   0.500  -0.7021
 6   0.625  -0.2891
 7   0.750  -0.1784
 8   1.000  -0.1123
 9   1.500  -0.0621
10   2.000  -0.0435
11   2.500  -0.0342
12   3.000  -0.0212
13   4.000  -0.0296
14   5.000  -0.0268
15   6.000  -0.0187
16   7.000  -0.0187
17   8.000  -0.0224
18   9.000  -0.0280


ZONE t="phi=135.0"  I=17 F=POINT

 2   0.000   1.0817
 3   0.136   0.2842
 4   0.354  -0.7075
 5   0.500  -0.6271
 6   0.625  -0.2542
 7   0.750  -0.1534
 8   1.000  -0.0951
 9   1.500  -0.0396
10   2.000  -0.0223
11   2.500  -0.0155
12   3.000  -0.0032
13   4.000   0.0023
14   5.000  -0.0069
15   6.000   0.0005
16   7.000  -0.0020
17   8.000  -0.0069
18   9.000  -0.0143


ZONE t="phi=180.0"  I=17 F=POINT

 2   0.000   1.0841
 3   0.136   0.3564
 4   0.354  -0.6434
 5   0.500  -0.5800
 6   0.625  -0.2419
 7   0.750  -0.1389
 8   1.000  -0.0783
 9   1.500  -0.0156
10   2.000  -0.0020
11   2.500   0.0041
12   3.000   0.0145
13   4.000   0.0194
14   5.000   0.0096
15   6.000   0.0164
16   7.000   0.0102
17   8.000   0.0109
18   9.000   0.0047







































